GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
" ""18175""","Washington, IN",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,28027,30093,31253,32622,33812,34827,34842,36453,38571,39254,42808,47813,49637
" ""18177""","Wayne, IN",3,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2130098,2235542,2332436,2363717,2469794,2451339,2516009,2588309,2687334,2773489,3012187,3263001,3285178
" ""18177""","Wayne, IN",3,CAINC1,2,...,Population (persons) 1/,Number of persons,68915,68752,68420,68064,67732,67417,67167,66818,66709,66588,66513,66490,66273
" ""18177""","Wayne, IN",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,30909,32516,34090,34728,36464,36361,37459,38737,40284,41651,45287,49075,49570
" ""18179""","Wells, IN",3,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,904568,963354,1006996,1056885,1069643,1069761,1084405,1111962,1158935,1195421,1295200,1432834,1454800
" ""18179""","Wells, IN",3,CAINC1,2,...,Population (persons) 1/,Number of persons,27681,27743,27719,27734,27839,27882,27896,27972,28025,28178,28167,28177,28335
" ""18179""","Wells, IN",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32678,34724,36329,38108,38422,38367,38873,39753,41354,42424,45983,50851,51343
" ""18181""","White, IN",3,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,818861,882430,896109,951930,938420,932724,958779,962700,1025636,1066334,1165404,1282707,1294657
" ""18181""","White, IN",3,CAINC1,2,...,Population (persons) 1/,Number of persons,24697,24654,24574,24559,24638,24528,24399,24520,24557,24634,24668,24662,24598
" ""18181""","White, IN",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33156,35793,36466,38761,38088,38027,39296,39262,41766,43287,47244,52011,52633
" ""18183""","Whitley, IN",3,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1113840,1179482,1246182,1266290,1303623,1333266,1384458,1436211,1521706,1584985,1708073,1857664,1911166
" ""18183""","Whitley, IN",3,CAINC1,2,...,Population (persons) 1/,Number of persons,33351,33353,33328,33275,33433,33431,33455,33703,34003,33830,34338,34492,34627
" ""18183""","Whitley, IN",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33397,35364,37391,38055,38992,39881,41383,42614,44752,46851,49743,53858,55193
" ""19000""",Iowa,4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,116535730,125499836,131136968,133435138,137733486,142521151,143839853,147911455,154686050,158118510,167778898,185621741,192742369
" ""19000""",Iowa,4,CAINC1,2,...,Population (persons) 1/,Number of persons,3051447,3069937,3082570,3102253,3121583,3136111,3149432,3162621,3171441,3183831,3190571,3197689,3200517
" ""19000""",Iowa,4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38190,40880,42541,43012,44123,45445,45672,46769,48775,49663,52586,58049,60222
" ""19001""","Adair, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,269269,305853,308847,323696,326700,333921,321714,341340,364228,369640,401259,488333,507103
" ""19001""","Adair, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,7690,7599,7562,7522,7545,7358,7259,7343,7365,7484,7494,7538,7494
" ""19001""","Adair, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35015,40249,40842,43033,43300,45382,44319,46485,49454,49391,53544,64783,67668
" ""19003""","Adams, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,149857,188544,186988,217383,223511,243037,220764,210848,210662,202471,194366,234343,244311
" ""19003""","Adams, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,4026,4009,3936,3928,3923,3811,3759,3735,3718,3703,3710,3642,3611
" ""19003""","Adams, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,37222,47030,47507,55342,56975,63773,58729,56452,56660,54678,52390,64345,67657
" ""19005""","Allamakee, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,496506,539268,545641,572507,589452,583744,590379,611775,638226,650953,684221,747795,768013
" ""19005""","Allamakee, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,14388,14278,14248,14215,14251,14105,14113,14121,14185,14062,14068,13968,13960
" ""19005""","Allamakee, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34508,37769,38296,40275,41362,41386,41832,43324,44993,46292,48637,53536,55015
" ""19007""","Appanoose, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,383113,400452,407597,409096,414421,430721,438863,460282,475021,485141,525619,576515,577838
" ""19007""","Appanoose, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,12857,12835,12682,12613,12618,12514,12429,12268,12353,12396,12285,12266,12094
" ""19007""","Appanoose, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,29798,31200,32140,32434,32844,34419,35310,37519,38454,39137,42785,47001,47779
" ""19009""","Audubon, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,240151,289954,262352,276973,256080,250759,243437,254835,274949,280003,291378,365739,386851
" ""19009""","Audubon, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,6099,6025,5906,5924,5851,5809,5745,5687,5637,5665,5681,5665,5598
" ""19009""","Audubon, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,39375,48125,44421,46754,43767,43167,42374,44810,48776,49427,51290,64561,69105
" ""19011""","Benton, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1050685,1114199,1143304,1177077,1206431,1241796,1251525,1293889,1332819,1374289,1422891,1630582,1785113
" ""19011""","Benton, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,26053,26096,25859,25742,25677,25679,25718,25749,25657,25668,25534,25719,25711
" ""19011""","Benton, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40329,42696,44213,45726,46985,48358,48663,50250,51948,53541,55725,63400,69430
" ""19013""","Black Hawk, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,4581776,4885140,5093312,5097542,5287881,5393553,5397651,5531612,5878409,5924028,6453677,6847762,6965825
" ""19013""","Black Hawk, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,131171,131631,131963,133052,133548,133907,133313,132473,131990,131333,131034,130606,130274
" ""19013""","Black Hawk, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34930,37112,38597,38312,39595,40278,40489,41757,44537,45107,49252,52431,53471
" ""19015""","Boone, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1031657,1114482,1130719,1180438,1186304,1190879,1184154,1193847,1237452,1265590,1325357,1433049,1438527
" ""19015""","Boone, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,26282,26339,26231,26430,26481,26689,26697,26804,26703,26726,26700,26776,26609
" ""19015""","Boone, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,39253,42313,43106,44663,44798,44621,44355,44540,46341,47354,49639,53520,54062
" ""19017""","Bremer, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,933156,1012228,1056906,1051358,1064822,1093269,1108183,1150090,1203641,1239833,1321464,1447881,1503963
" ""19017""","Bremer, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,24289,24345,24430,24485,24547,24594,24603,24637,24766,24880,25003,25122,25259
" ""19017""","Bremer, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38419,41578,43263,42939,43379,44453,45043,46681,48601,49833,52852,57634,59542
" ""19019""","Buchanan, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,777566,870452,872173,915844,904125,922008,918502,953931,998516,1003558,1050017,1192733,1244022
" ""19019""","Buchanan, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,20958,20827,20844,20810,20849,20757,20583,20647,20588,20530,20606,20697,20714
" ""19019""","Buchanan, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,37101,41794,41843,44010,43365,44419,44624,46202,48500,48883,50957,57628,60057
" ""19021""","Buena Vista, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,756957,851608,896637,909300,908882,903032,795160,838631,887749,862130,921706,1023166,1119428
" ""19021""","Buena Vista, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,20381,20434,20786,20980,21041,20903,20958,20882,20622,20601,20809,20767,20600
" ""19021""","Buena Vista, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,37140,41676,43137,43341,43196,43201,37941,40160,43049,41849,44294,49269,54341
" ""19023""","Butler, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,565455,654100,634467,639393,604573,608096,607645,625815,658534,664731,693994,823384,857359
" ""19023""","Butler, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,14915,14964,14969,14969,14952,14873,14685,14583,14505,14391,14332,14362,14269
" ""19023""","Butler, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,37912,43712,42385,42714,40434,40886,41379,42914,45400,46191,48423,57331,60085
" ""19025""","Calhoun, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,397610,460455,452412,484551,452648,434659,435772,437347,466887,470505,485679,588417,625123
" ""19025""","Calhoun, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,10170,10117,10006,10036,10023,10021,10071,10032,9995,9998,9882,9884,9725
" ""19025""","Calhoun, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,39096,45513,45214,48281,45161,43375,43270,43595,46712,47060,49148,59532,64280
" ""19027""","Carroll, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,845350,942399,946343,986565,984089,1005929,994526,1022141,1080334,1067093,1128741,1255429,1331815
" ""19027""","Carroll, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,20843,20960,20833,20797,20832,20837,20858,20829,20749,20846,20721,20752,20567
" ""19027""","Carroll, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40558,44962,45425,47438,47239,48276,47681,49073,52067,51189,54473,60497,64755
" ""19029""","Cass, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,488706,533208,540846,555771,561408,584727,565626,582987,605524,619405,651822,740764,773968
" ""19029""","Cass, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,13934,13800,13766,13667,13521,13510,13382,13369,13198,13088,13118,13065,13104
" ""19029""","Cass, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35073,38638,39289,40665,41521,43281,42268,43607,45880,47326,49689,56698,59063
" ""19031""","Cedar, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,726546,817571,852792,887026,895614,915474,919618,934378,983706,991288,1026633,1155897,1201891
" ""19031""","Cedar, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,18453,18364,18303,18235,18286,18268,18364,18503,18525,18560,18491,18444,18399
" ""19031""","Cedar, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,39373,44520,46593,48644,48978,50114,50077,50499,53102,53410,55521,62671,65324
" ""19033""","Cerro Gordo, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1714665,1819106,1935402,1982827,2148432,2227569,2171200,2093501,2151611,2135491,2251509,2622857,2874347
" ""19033""","Cerro Gordo, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,44120,44083,43904,43826,43600,43468,43659,43670,43365,43284,43023,42761,42409
" ""19033""","Cerro Gordo, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38864,41265,44083,45243,49276,51246,49731,47939,49616,49337,52333,61338,67777
" ""19035""","Cherokee, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,465355,529538,567879,579510,629268,647866,627425,617650,668143,622652,632271,781329,956526
" ""19035""","Cherokee, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,12121,12085,12057,12025,11997,11722,11662,11634,11644,11636,11663,11532,11491
" ""19035""","Cherokee, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38392,43818,47100,48192,52452,55269,53801,53090,57381,53511,54212,67753,83241
" ""19037""","Chickasaw, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,479903,542423,551275,587607,624606,656842,637982,639943,681186,654676,676585,869387,1044891
" ""19037""","Chickasaw, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,12414,12425,12322,12320,12311,12227,12187,12110,12082,12073,11990,11899,11716
" ""19037""","Chickasaw, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38658,43656,44739,47695,50736,53721,52349,52844,56380,54226,56429,73064,89185
" ""19039""","Clarke, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,290432,303621,311443,322863,331663,354073,349245,367516,387179,378932,416575,446437,468275
" ""19039""","Clarke, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,9330,9363,9421,9361,9344,9402,9520,9662,9797,9724,9726,9756,9692
" ""19039""","Clarke, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31129,32428,33058,34490,35495,37659,36685,38037,39520,38969,42831,45760,48316
" ""19041""","Clay, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,654715,731185,757011,758011,764059,793555,737571,746335,791665,804622,875578,975367,1021016
" ""19041""","Clay, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,16642,16644,16622,16559,16639,16691,16528,16412,16465,16427,16335,16428,16475
" ""19041""","Clay, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,39341,43931,45543,45776,45920,47544,44626,45475,48082,48982,53601,59372,61974
" ""19043""","Clayton, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,638632,724324,749712,751979,776875,792604,788204,829641,840822,869279,923167,1034767,1098576
" ""19043""","Clayton, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,18072,17978,17875,17689,17636,17560,17460,17419,17258,17210,17030,17047,17027
" ""19043""","Clayton, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35338,40289,41942,42511,44051,45137,45143,47629,48721,50510,54208,60701,64520
" ""19045""","Clinton, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1728170,1850663,1873270,1873364,1861848,1936013,1943378,1957600,2032829,2089984,2200713,2394872,2439029
" ""19045""","Clinton, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,49093,49111,48723,48315,47944,47622,47318,46965,46549,46607,46432,46526,46344
" ""19045""","Clinton, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35202,37683,38447,38774,38834,40654,41071,41682,43671,44843,47396,51474,52629
" ""19047""","Crawford, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,598342,673865,697790,701479,660082,655975,633922,659483,694695,699149,731781,860812,882106
" ""19047""","Crawford, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,17156,17166,17207,17229,16998,16875,16876,16798,16777,16566,16490,16243,16123
" ""19047""","Crawford, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34877,39256,40553,40715,38833,38873,37564,39260,41408,42204,44377,52996,54711
" ""19049""","Dallas, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,3286450,3595313,3893184,4188994,4548767,4976595,5228504,5608979,6063074,6518541,7111800,7993870,8634580
" ""19049""","Dallas, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,66810,70008,72825,75835,78936,82170,86164,89487,92666,96746,100473,104069,108016
" ""19049""","Dallas, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,49191,51356,53459,55238,57626,60565,60681,62679,65429,67378,70783,76813,79938
" ""19051""","Davis, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,259425,273966,292387,306684,298238,292473,289403,315870,341749,353052,366363,419754,472043
" ""19051""","Davis, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,8778,8780,8718,8787,8780,8806,8931,9014,9017,9063,9112,9146,9130
" ""19051""","Davis, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,29554,31203,33538,34902,33968,33213,32404,35042,37901,38955,40207,45895,51702
" ""19053""","Decatur, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,214730,231463,231716,234210,237819,244239,242480,259517,275394,277416,296623,332782,342139
" ""19053""","Decatur, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,8415,8230,8205,8170,8148,8062,7963,7843,7775,7711,7605,7660,7683
" ""19053""","Decatur, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,25518,28124,28241,28667,29187,30295,30451,33089,35420,35977,39004,43444,44532
" ""19055""","Delaware, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,606572,704979,704942,772727,770220,782286,787577,832225,858747,839071,906895,1014153,1070746
" ""19055""","Delaware, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,17776,17697,17687,17647,17621,17673,17617,17517,17545,17539,17456,17531,17568
" ""19055""","Delaware, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34123,39836,39857,43788,43710,44264,44706,47510,48945,47840,51953,57849,60949
" ""19057""","Des Moines, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1426812,1537598,1599170,1679845,1804896,1873658,1934655,1869327,1896732,1960624,2090958,2257358,2321193
" ""19057""","Des Moines, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,40247,40092,40280,40469,40190,39986,39811,39506,39378,39183,38816,38507,38293
" ""19057""","Des Moines, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35451,38352,39701,41509,44909,46858,48596,47318,48167,50038,53868,58622,60617
" ""19059""","Dickinson, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,731952,794909,828253,853484,880372,951014,931197,956168,1001824,1039028,1112517,1272619,1336943
" ""19059""","Dickinson, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,16674,16885,16973,16946,16928,17112,17259,17311,17323,17475,17766,17852,18028
" ""19059""","Dickinson, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,43898,47078,48798,50365,52007,55576,53954,55235,57832,59458,62621,71287,74159
" ""19061""","Dubuque, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,3469303,3707324,3891673,3940687,4108228,4277631,4359993,4492228,4763024,4900508,5243002,5733915,5929463
" ""19061""","Dubuque, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,93972,94854,95544,96515,97237,97794,97843,98355,98316,98959,99291,98815,98677
" ""19061""","Dubuque, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,36918,39085,40732,40830,42250,43741,44561,45674,48446,49521,52804,58027,60090
" ""19063""","Emmet, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,364110,393562,401221,415379,405903,408814,373375,381393,410522,412182,416674,478922,496592
" ""19063""","Emmet, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,10283,10125,10006,9969,9937,9840,9744,9605,9475,9446,9335,9318,9176
" ""19063""","Emmet, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35409,38870,40098,41667,40848,41546,38318,39708,43327,43636,44636,51398,54119
" ""19065""","Fayette, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,681083,781290,796195,805937,798840,799946,785649,809785,850092,857499,891618,978283,1016144
" ""19065""","Fayette, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,20864,20995,20809,20568,20354,20224,19954,19790,19769,19714,19445,19309,19294
" ""19065""","Fayette, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32644,37213,38262,39184,39247,39554,39373,40919,43001,43497,45853,50665,52666
" ""19067""","Floyd, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,566417,609534,614634,667289,656169,685427,676662,695813,723182,732381,759162,868330,908602
" ""19067""","Floyd, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,16310,16105,16108,16056,16043,15963,15921,15837,15851,15729,15590,15449,15337
" ""19067""","Floyd, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34728,37848,38157,41560,40901,42938,42501,43936,45624,46562,48695,56206,59242
" ""19069""","Franklin, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,402819,499657,503041,524251,506879,481935,444741,454291,469669,472200,489368,613010,644545
" ""19069""","Franklin, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,10706,10698,10513,10513,10441,10327,10184,10163,10096,10098,9997,9952,9916
" ""19069""","Franklin, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,37626,46706,47849,49867,48547,46667,43671,44700,46520,46762,48951,61597,65001
" ""19071""","Fremont, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,279521,288949,312169,310585,294016,295808,296738,300674,303756,334715,348756,403158,404208
" ""19071""","Fremont, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,7429,7348,7101,7012,6957,6823,6840,6806,6818,6763,6567,6575,6464
" ""19071""","Fremont, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,37626,39323,43961,44293,42262,43355,43383,44178,44552,49492,53107,61317,62532
" ""19073""","Greene, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,362954,428947,425776,442334,420854,405186,395076,398275,415880,418170,445741,523891,540269
" ""19073""","Greene, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,9361,9326,9171,9144,9108,8924,8983,8928,8935,8841,8752,8733,8741
" ""19073""","Greene, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38773,45995,46426,48374,46207,45404,43980,44610,46545,47299,50930,59990,61809
" ""19075""","Grundy, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,524718,581987,614707,608934,589660,599195,584843,599074,619466,631701,670451,774987,805622
" ""19075""","Grundy, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,12466,12491,12460,12372,12431,12455,12366,12369,12351,12319,12334,12371,12356
" ""19075""","Grundy, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,42092,46593,49334,49219,47435,48109,47294,48434,50155,51279,54358,62645,65201
" ""19077""","Guthrie, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,424780,481356,467666,512815,500355,522177,516550,518574,551958,550923,612655,691423,724175
" ""19077""","Guthrie, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,10939,10850,10741,10637,10641,10592,10589,10569,10623,10634,10613,10586,10647
" ""19077""","Guthrie, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38832,44365,43540,48210,47021,49299,48782,49066,51959,51808,57727,65315,68017
" ""19079""","Hamilton, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,610963,705239,677749,771227,805955,773587,720220,747586,798573,736540,743014,874321,942440
" ""19079""","Hamilton, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,15642,15508,15392,15450,15356,15385,15285,15260,15141,15081,15008,14883,14820
" ""19079""","Hamilton, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,39059,45476,44033,49918,52485,50282,47119,48990,52742,48839,49508,58746,63592
" ""19081""","Hancock, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,435798,501795,527872,558291,551612,541744,508263,537770,558564,541023,548180,658888,711644
" ""19081""","Hancock, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,11306,11329,11239,11219,11154,11166,11048,10947,10936,10899,10757,10685,10685
" ""19081""","Hancock, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38546,44293,46968,49763,49454,48517,46005,49125,51076,49640,50960,61665,66602
" ""19083""","Hardin, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,691809,801527,836366,850059,835166,814349,768807,786931,813531,797375,820225,1022919,1142814
" ""19083""","Hardin, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,17549,17408,17418,17474,17448,17393,17354,17262,17175,17043,16820,16719,16567
" ""19083""","Hardin, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,39422,46044,48017,48647,47866,46821,44301,45587,47367,46786,48765,61183,68981
" ""19085""","Harrison, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,533278,581660,587713,588011,559706,598866,597157,599989,632101,671397,706499,821155,854318
" ""19085""","Harrison, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,14924,14843,14615,14561,14531,14468,14433,14562,14594,14603,14564,14683,14658
" ""19085""","Harrison, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35733,39187,40213,40383,38518,41392,41374,41202,43312,45977,48510,55926,58283
" ""19087""","Henry, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,642374,686756,747282,751324,751301,772349,785313,814630,849091,861102,922657,1006013,1011973
" ""19087""","Henry, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,20129,20341,20162,20261,20147,20234,20285,20577,20608,20494,20451,20390,20196
" ""19087""","Henry, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31913,33762,37064,37082,37291,38171,38714,39589,41202,42017,45115,49339,50108
" ""19089""","Howard, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,354236,402178,422175,456547,422780,426253,404152,413229,444471,436270,467510,568831,602024
" ""19089""","Howard, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,9577,9588,9621,9545,9489,9485,9454,9459,9440,9430,9492,9500,9533
" ""19089""","Howard, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,36988,41946,43881,47831,44555,44940,42749,43686,47084,46264,49253,59877,63152
" ""19091""","Humboldt, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,350597,426325,427443,449992,437422,445362,443100,440532,458682,472121,480358,551038,579710
" ""19091""","Humboldt, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,9794,9798,9752,9723,9694,9628,9609,9659,9624,9614,9595,9637,9572
" ""19091""","Humboldt, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35797,43511,43831,46281,45123,46257,46113,45608,47660,49108,50063,57179,60563
" ""19093""","Ida, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,285437,316191,321963,309331,301496,315757,322025,324058,343276,357380,381784,479733,530218
" ""19093""","Ida, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,7071,7068,7085,7133,7046,7059,7071,6990,6972,6983,7019,6974,6888
" ""19093""","Ida, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40367,44736,45443,43366,42790,44731,45542,46360,49236,51179,54393,68789,76977
" ""19095""","Iowa, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,642459,706751,761561,786342,790477,789476,793248,822681,856653,871035,913193,990038,999150
